时间,鸿旺,欧伦
2023-12-05 00:00:00,0.0,0.0
2023-12-05 00:15:00,0.0,0.0
2023-12-05 00:30:00,0.0,0.0
2023-12-05 00:45:00,0.0,0.0
2023-12-05 01:00:00,0.0,0.0
2023-12-05 01:15:00,0.0,0.0
2023-12-05 01:30:00,0.0,0.0
2023-12-05 01:45:00,0.0,0.0
2023-12-05 02:00:00,0.0,0.0
2023-12-05 02:15:00,0.0,0.0
2023-12-05 02:30:00,0.0,0.0
2023-12-05 02:45:00,0.0,0.0
2023-12-05 03:00:00,0.0,0.0
2023-12-05 03:15:00,0.0,0.0
2023-12-05 03:30:00,0.0,0.0
2023-12-05 03:45:00,0.0,0.0
2023-12-05 04:00:00,0.0,0.0
2023-12-05 04:15:00,0.0,0.0
2023-12-05 04:30:00,0.0,0.0
2023-12-05 04:45:00,0.0,0.0
2023-12-05 05:00:00,0.0,0.0
2023-12-05 05:15:00,0.0,0.0
2023-12-05 05:30:00,0.0,0.0
2023-12-05 05:45:00,0.0,0.0
2023-12-05 06:00:00,0.0,0.0
2023-12-05 06:15:00,0.00051,0.00015
2023-12-05 06:30:00,0.00051,0.0006
2023-12-05 06:45:00,0.00393,0.00596
2023-12-05 07:00:00,0.02206,0.02592
2023-12-05 07:15:00,0.04836,0.06131
2023-12-05 07:30:00,0.0749,0.11368
2023-12-05 07:45:00,0.10121,0.1761
2023-12-05 08:00:00,0.12325,0.23673
2023-12-05 08:15:00,0.14753,0.33381
2023-12-05 08:30:00,0.17199,0.46123
2023-12-05 08:45:00,0.2395,0.56437
2023-12-05 09:00:00,0.39528,0.65727
2023-12-05 09:15:00,0.62501,0.74083
2023-12-05 09:30:00,0.81392,0.79974
2023-12-05 09:45:00,0.91192,0.8541
2023-12-05 10:00:00,0.95226,0.88665
2023-12-05 10:15:00,0.99228,0.90493
2023-12-05 10:30:00,1.02018,0.94376
2023-12-05 10:45:00,1.04449,0.96485
2023-12-05 11:00:00,1.05738,0.97897
2023-12-05 11:15:00,1.05387,0.98503
2023-12-05 11:30:00,1.0741,1.00091
2023-12-05 11:45:00,1.06177,0.99352
2023-12-05 12:00:00,1.04464,0.96261
2023-12-05 12:15:00,0.88932,0.87991
2023-12-05 12:30:00,0.97653,0.89126
2023-12-05 12:45:00,0.86401,0.82014
2023-12-05 13:00:00,0.9135,0.84382
2023-12-05 13:15:00,0.8332,0.82358
2023-12-05 13:30:00,0.83433,0.75676
2023-12-05 13:45:00,0.83915,0.78189
2023-12-05 14:00:00,0.78797,0.71109
2023-12-05 14:15:00,0.75404,0.70214
2023-12-05 14:30:00,0.54148,0.49815
2023-12-05 14:45:00,0.5387,0.48558
2023-12-05 15:00:00,0.45971,0.43482
2023-12-05 15:15:00,0.39036,0.34207
2023-12-05 15:30:00,0.34164,0.30416
2023-12-05 15:45:00,0.24322,0.18519
2023-12-05 16:00:00,0.16152,0.10739
2023-12-05 16:15:00,0.08184,0.0787
2023-12-05 16:30:00,0.0498,0.04809
2023-12-05 16:45:00,0.01653,0.01903
2023-12-05 17:00:00,0.00237,0.00192
2023-12-05 17:15:00,0.00024,0.00026
2023-12-05 17:30:00,0.00022,0.00024
2023-12-05 17:45:00,0.00022,0.00012
2023-12-05 18:00:00,0.00015,0.0
2023-12-05 18:15:00,7e-05,0.0
2023-12-05 18:30:00,0.0,0.0
2023-12-05 18:45:00,0.0,0.0
2023-12-05 19:00:00,0.0,0.0
2023-12-05 19:15:00,0.0,0.0
2023-12-05 19:30:00,0.0,0.0
2023-12-05 19:45:00,0.0,0.0
2023-12-05 20:00:00,0.0,0.0
2023-12-05 20:15:00,0.0,0.0
2023-12-05 20:30:00,0.0,0.0
2023-12-05 20:45:00,0.0,0.0
2023-12-05 21:00:00,0.0,0.0
2023-12-05 21:15:00,0.0,0.0
2023-12-05 21:30:00,0.0,0.0
2023-12-05 21:45:00,0.0,0.0
2023-12-05 22:00:00,0.0,0.0
2023-12-05 22:15:00,0.0,0.0
2023-12-05 22:30:00,0.0,0.0
2023-12-05 22:45:00,0.0,0.0
2023-12-05 23:00:00,0.0,0.0
2023-12-05 23:15:00,0.0,0.0
2023-12-05 23:30:00,0.0,0.0
2023-12-05 23:45:00,0.0,0.0
