时间,鸿旺,欧伦
2024-01-29 00:00:00,0.0,0.0
2024-01-29 00:15:00,0.0,0.0
2024-01-29 00:30:00,0.0,0.0
2024-01-29 00:45:00,0.0,0.0
2024-01-29 01:00:00,0.0,0.0
2024-01-29 01:15:00,0.0,0.0
2024-01-29 01:30:00,0.0,0.0
2024-01-29 01:45:00,0.0,0.0
2024-01-29 02:00:00,0.0,0.0
2024-01-29 02:15:00,0.0,0.0
2024-01-29 02:30:00,0.0,0.0
2024-01-29 02:45:00,0.0,0.0
2024-01-29 03:00:00,0.0,0.0
2024-01-29 03:15:00,0.0,0.0
2024-01-29 03:30:00,0.0,0.0
2024-01-29 03:45:00,0.0,0.0
2024-01-29 04:00:00,0.0,0.0
2024-01-29 04:15:00,0.0,0.0
2024-01-29 04:30:00,0.0,0.0
2024-01-29 04:45:00,0.0,0.0
2024-01-29 05:00:00,0.0,0.0
2024-01-29 05:15:00,0.0,0.0
2024-01-29 05:30:00,0.0,0.0
2024-01-29 05:45:00,0.0,0.0
2024-01-29 06:00:00,0.0,0.0
2024-01-29 06:15:00,0.0,0.0
2024-01-29 06:30:00,0.0,0.0
2024-01-29 06:45:00,0.00045,0.0003
2024-01-29 07:00:00,0.0024,0.00207
2024-01-29 07:15:00,0.02711,0.02534
2024-01-29 07:30:00,0.07513,0.07614
2024-01-29 07:45:00,0.17005,0.19338
2024-01-29 08:00:00,0.16061,0.16867
2024-01-29 08:15:00,0.20514,0.2591
2024-01-29 08:30:00,0.22421,0.22711
2024-01-29 08:45:00,0.19904,0.19391
2024-01-29 09:00:00,0.25413,0.25107
2024-01-29 09:15:00,0.30322,0.30504
2024-01-29 09:30:00,0.31014,0.32674
2024-01-29 09:45:00,0.26842,0.26762
2024-01-29 10:00:00,0.24408,0.22826
2024-01-29 10:15:00,0.27835,0.27865
2024-01-29 10:30:00,0.46033,0.37138
2024-01-29 10:45:00,0.26747,0.24824
2024-01-29 11:00:00,0.63355,0.58636
2024-01-29 11:15:00,0.36072,0.35234
2024-01-29 11:30:00,0.30951,0.30264
2024-01-29 11:45:00,0.29953,0.29893
2024-01-29 12:00:00,0.24286,0.23963
2024-01-29 12:15:00,0.31271,0.3093
2024-01-29 12:30:00,0.39081,0.38033
2024-01-29 12:45:00,0.30023,0.29253
2024-01-29 13:00:00,0.24256,0.23851
2024-01-29 13:15:00,0.22305,0.1898
2024-01-29 13:30:00,0.1567,0.15143
2024-01-29 13:45:00,0.10333,0.10181
2024-01-29 14:00:00,0.09246,0.09758
2024-01-29 14:15:00,0.10545,0.10247
2024-01-29 14:30:00,0.10904,0.10608
2024-01-29 14:45:00,0.1716,0.16539
2024-01-29 15:00:00,0.20379,0.19987
2024-01-29 15:15:00,0.21811,0.20774
2024-01-29 15:30:00,0.15357,0.15174
2024-01-29 15:45:00,0.1014,0.09385
2024-01-29 16:00:00,0.05741,0.06162
2024-01-29 16:15:00,0.05623,0.05847
2024-01-29 16:30:00,0.04198,0.04144
2024-01-29 16:45:00,0.01556,0.01463
2024-01-29 17:00:00,0.00555,0.00533
2024-01-29 17:15:00,0.00409,0.0039
2024-01-29 17:30:00,0.00036,0.00024
2024-01-29 17:45:00,0.00024,0.00024
2024-01-29 18:00:00,0.00022,0.00027
2024-01-29 18:15:00,0.00017,0.0
2024-01-29 18:30:00,0.00011,0.0
2024-01-29 18:45:00,6e-05,0.0
2024-01-29 19:00:00,0.0,0.0
2024-01-29 19:15:00,0.0,0.0
2024-01-29 19:30:00,0.0,0.0
2024-01-29 19:45:00,0.0,0.0
2024-01-29 20:00:00,0.0,0.0
2024-01-29 20:15:00,0.0,0.0
2024-01-29 20:30:00,0.0,0.0
2024-01-29 20:45:00,0.0,0.0
2024-01-29 21:00:00,0.0,0.0
2024-01-29 21:15:00,0.0,0.0
2024-01-29 21:30:00,0.0,0.0
2024-01-29 21:45:00,0.0,0.0
2024-01-29 22:00:00,0.0,0.0
2024-01-29 22:15:00,0.0,0.0
2024-01-29 22:30:00,0.0,0.0
2024-01-29 22:45:00,0.0,0.0
2024-01-29 23:00:00,0.0,0.0
2024-01-29 23:15:00,0.0,0.0
2024-01-29 23:30:00,0.0,0.0
2024-01-29 23:45:00,0.0,0.0
