时间,鸿旺,欧伦
2025-04-23 00:00:00,0.0,0.0
2025-04-23 00:15:00,0.0,0.0
2025-04-23 00:30:00,0.0,0.0
2025-04-23 00:45:00,0.0,0.0
2025-04-23 01:00:00,0.0,0.0
2025-04-23 01:15:00,0.0,0.0
2025-04-23 01:30:00,0.0,0.0
2025-04-23 01:45:00,0.0,0.0
2025-04-23 02:00:00,0.0,0.0
2025-04-23 02:15:00,0.0,0.0
2025-04-23 02:30:00,0.0,0.0
2025-04-23 02:45:00,0.0,0.0
2025-04-23 03:00:00,0.0,0.0
2025-04-23 03:15:00,0.0,0.0
2025-04-23 03:30:00,0.0,0.0
2025-04-23 03:45:00,0.0,0.0
2025-04-23 04:00:00,0.0,0.0
2025-04-23 04:15:00,0.0,0.0
2025-04-23 04:30:00,0.0,0.0
2025-04-23 04:45:00,0.0,0.0
2025-04-23 05:00:00,0.0,0.0
2025-04-23 05:15:00,0.0006,5e-05
2025-04-23 05:30:00,0.00165,0.00139
2025-04-23 05:45:00,0.00496,0.00547
2025-04-23 06:00:00,0.01969,0.02091
2025-04-23 06:15:00,0.07734,0.07483
2025-04-23 06:30:00,0.15629,0.13519
2025-04-23 06:45:00,0.14512,0.14432
2025-04-23 07:00:00,0.21422,0.21742
2025-04-23 07:15:00,0.31712,0.25762
2025-04-23 07:30:00,0.27377,0.25377
2025-04-23 07:45:00,0.34297,0.31443
2025-04-23 08:00:00,0.50099,0.47095
2025-04-23 08:15:00,0.62926,0.51257
2025-04-23 08:30:00,0.49428,0.45278
2025-04-23 08:45:00,0.89244,0.73022
2025-04-23 09:00:00,0.36812,0.37972
2025-04-23 09:15:00,0.35704,0.3385
2025-04-23 09:30:00,0.53303,0.53667
2025-04-23 09:45:00,0.62862,0.76305
2025-04-23 10:00:00,1.06061,0.98348
2025-04-23 10:15:00,1.13093,1.07888
2025-04-23 10:30:00,1.21693,1.10073
2025-04-23 10:45:00,1.27958,1.1649
2025-04-23 11:00:00,1.25736,1.15167
2025-04-23 11:15:00,1.26146,1.15552
2025-04-23 11:30:00,1.25817,1.15979
2025-04-23 11:45:00,1.25345,1.1526
2025-04-23 12:00:00,1.27717,1.1844
2025-04-23 12:15:00,1.26446,1.16999
2025-04-23 12:30:00,1.23524,1.10447
2025-04-23 12:45:00,1.22989,1.13734
2025-04-23 13:00:00,1.17561,1.07966
2025-04-23 13:15:00,1.1829,1.09128
2025-04-23 13:30:00,1.14576,1.03485
2025-04-23 13:45:00,1.09228,0.98475
2025-04-23 14:00:00,1.03606,0.95729
2025-04-23 14:15:00,0.97992,0.88809
2025-04-23 14:30:00,0.94478,0.86935
2025-04-23 14:45:00,0.87786,0.79599
2025-04-23 15:00:00,0.802,0.73202
2025-04-23 15:15:00,0.74463,0.69371
2025-04-23 15:30:00,0.62229,0.58336
2025-04-23 15:45:00,0.5994,0.56702
2025-04-23 16:00:00,0.5164,0.48851
2025-04-23 16:15:00,0.40559,0.36794
2025-04-23 16:30:00,0.27187,0.26654
2025-04-23 16:45:00,0.20964,0.20905
2025-04-23 17:00:00,0.14904,0.15612
2025-04-23 17:15:00,0.11246,0.10413
2025-04-23 17:30:00,0.08216,0.08035
2025-04-23 17:45:00,0.07396,0.07364
2025-04-23 18:00:00,0.05001,0.04655
2025-04-23 18:15:00,0.01617,0.01673
2025-04-23 18:30:00,0.00302,0.00259
2025-04-23 18:45:00,0.00036,0.00028
2025-04-23 19:00:00,0.0002,0.00026
2025-04-23 19:15:00,0.0002,0.00013
2025-04-23 19:30:00,0.00013,0.0
2025-04-23 19:45:00,7e-05,0.0
2025-04-23 20:00:00,0.0,0.0
2025-04-23 20:15:00,0.0,0.0
2025-04-23 20:30:00,0.0,0.0
2025-04-23 20:45:00,0.0,0.0
2025-04-23 21:00:00,0.0,0.0
2025-04-23 21:15:00,0.0,0.0
2025-04-23 21:30:00,0.0,0.0
2025-04-23 21:45:00,0.0,0.0
2025-04-23 22:00:00,0.0,0.0
2025-04-23 22:15:00,0.0,0.0
2025-04-23 22:30:00,0.0,0.0
2025-04-23 22:45:00,0.0,0.0
2025-04-23 23:00:00,0.0,0.0
2025-04-23 23:15:00,0.0,0.0
2025-04-23 23:30:00,0.0,0.0
2025-04-23 23:45:00,0.0,0.0
